ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID,ORF
23587_at,3.1E-01,1.49E-01,1.4488417,-5.85924,0.09593838,23587,ELP5
284382_at,3.1E-01,1.49E-01,-1.4487998,-5.8593,-0.05495825,284382,ACTL9
245936_at,3.1E-01,1.49E-01,-1.4487712,-5.85934,-0.047562,245936,DEFB123
57684_at,3.1E-01,1.49E-01,-1.4487531,-5.85936,-0.09263616,57684,ZBTB26
28973_at,3.1E-01,1.49E-01,1.4483166,-5.85999,0.06022551,28973,MRPS18B
246176_at,3.1E-01,1.49E-01,-1.4482604,-5.86007,-0.04841277,246176,GAS2L2
150483_at,3.1E-01,1.49E-01,-1.4482512,-5.86008,-0.05793355,150483,TEKT4
816_at,3.1E-01,1.49E-01,1.4482469,-5.86009,0.05445993,816,CAMK2B
55787_at,3.1E-01,1.49E-01,-1.4481317,-5.86025,-0.07446059,55787,TXLNG
54487_at,3.1E-01,1.49E-01,-1.4478993,-5.86058,-0.09433825,54487,DGCR8
5966_at,3.1E-01,1.49E-01,-1.4478547,-5.86064,-0.04444364,5966,REL
11188_at,3.1E-01,1.49E-01,-1.4477635,-5.86077,-0.07431605,11188,NISCH
51309_at,3.1E-01,1.49E-01,-1.447469,-5.86119,-0.05320915,51309,ARMCX1
90333_at,3.11E-01,1.49E-01,-1.4472359,-5.86153,-0.09324268,90333,ZNF468
399949_at,3.11E-01,1.49E-01,-1.4469207,-5.86198,-0.03454807,399949,C11orf88
23271_at,3.11E-01,1.49E-01,-1.4468774,-5.86204,-0.08004136,23271,CAMSAP2
116285_at,3.11E-01,1.5E-01,-1.4467139,-5.86227,-0.03815542,116285,ACSM1
55720_at,3.11E-01,1.5E-01,-1.4467064,-5.86228,-0.0560294,55720,TSR1
6049_at,3.11E-01,1.5E-01,-1.4466342,-5.86238,-0.0770711,6049,RNF6
26095_at,3.11E-01,1.5E-01,-1.4465904,-5.86245,-0.05358705,26095,PTPN20
137835_at,3.11E-01,1.5E-01,1.4464023,-5.86271,0.08368971,137835,TMEM71
11105_at,3.11E-01,1.5E-01,-1.4459577,-5.86335,-0.07343213,11105,PRDM7
8303_at,3.11E-01,1.5E-01,-1.4458193,-5.86354,-0.06326113,8303,SNN
9470_at,3.11E-01,1.5E-01,-1.4457494,-5.86364,-0.04233822,9470,EIF4E2
100652929_at,3.11E-01,1.5E-01,-1.4456479,-5.86379,-0.05216961,100652929,LINC02078
388553_at,3.11E-01,1.5E-01,-1.4453557,-5.8642,-0.0591845,388553,BHMG1
326340_at,3.11E-01,1.5E-01,-1.4451534,-5.86449,-0.04919013,326340,ZAR 1.00
140836_at,3.11E-01,1.5E-01,1.4450171,-5.86469,0.0350083,140836,BANF2
730755_at,3.12E-01,1.5E-01,-1.4445542,-5.86534,-0.04321253,730755,KRTAP2-3
3442_at,3.12E-01,1.5E-01,-1.44449,-5.86544,-0.0455834,3442,IFNA5
79842_at,3.12E-01,1.5E-01,-1.4444275,-5.86552,-0.0702038,79842,ZBTB3
653689_at,3.12E-01,1.5E-01,1.4442425,-5.86579,0.09818339,653689,GSTT2B
147929_at,3.12E-01,1.5E-01,-1.4440096,-5.86612,-0.05577474,147929,ZNF565
375061_at,3.12E-01,1.5E-01,1.4437288,-5.86652,0.10040829,375061,FAM89A
100505724_at,3.12E-01,1.5E-01,1.4436978,-5.86656,0.08441278,100505724,KRTAP9-7
57528_at,3.12E-01,1.5E-01,-1.4435564,-5.86676,-0.03192623,57528,KCTD16
79088_at,3.12E-01,1.5E-01,-1.4435438,-5.86678,-0.07110566,79088,ZNF426
93649_at,3.12E-01,1.5E-01,-1.4433929,-5.867,-0.05220159,93649,MYOCD
84890_at,3.12E-01,1.5E-01,1.4433444,-5.86706,0.05671384,84890,ADO
18_at,3.12E-01,1.51E-01,1.4431036,-5.86741,0.07921277,18,ABAT
27159_at,3.12E-01,1.51E-01,-1.4430718,-5.86745,-0.04799991,27159,CHIA
154091_at,3.12E-01,1.51E-01,1.4429512,-5.86762,0.05451361,154091,SLC2A12
56269_at,3.12E-01,1.51E-01,-1.4427658,-5.86789,-0.04948862,56269,IRGC
3626_at,3.12E-01,1.51E-01,-1.4426899,-5.86799,-0.05291637,3626,INHBC
506_at,3.12E-01,1.51E-01,-1.4425564,-5.86818,-0.04453271,506,ATP5B
31_at,3.12E-01,1.51E-01,1.4424743,-5.8683,0.07010351,31,ACACA
8884_at,3.12E-01,1.51E-01,-1.4421218,-5.8688,-0.07290693,8884,SLC5A6
51239_at,3.12E-01,1.51E-01,-1.4419704,-5.86902,-0.05045604,51239,ANKRD39
1787_at,3.12E-01,1.51E-01,-1.441948,-5.86905,-0.10115037,1787,TRDMT1
3562_at,3.12E-01,1.51E-01,-1.4418699,-5.86916,-0.04538517,3562,IL3
101928804_at,3.12E-01,1.51E-01,-1.4418514,-5.86918,-0.05231712,101928804,LOC101928804
9564_at,3.12E-01,1.51E-01,1.4417654,-5.86931,0.0531862,9564,BCAR1
390243_at,3.12E-01,1.51E-01,-1.4417614,-5.86931,-0.04974298,390243,IZUMO1R
340596_at,3.12E-01,1.51E-01,-1.4415937,-5.86955,-0.0344091,340596,LHFPL1
80129_at,3.13E-01,1.51E-01,-1.4413292,-5.86993,-0.04813979,80129,CCDC170
3208_at,3.13E-01,1.51E-01,-1.441131,-5.87021,-0.05398049,3208,HPCA
10024_at,3.13E-01,1.51E-01,1.4409121,-5.87052,0.05321484,10024,TROAP
57604_at,3.13E-01,1.51E-01,-1.4407661,-5.87073,-0.05421654,57604,KIAA1456
144809_at,3.13E-01,1.51E-01,-1.4407011,-5.87082,-0.04641527,144809,FAM216B
7484_at,3.13E-01,1.51E-01,1.4406901,-5.87083,0.05784031,7484,WNT9B
4626_at,3.13E-01,1.51E-01,-1.440584,-5.87098,-0.02970202,4626,MYH8
101927572_at,3.13E-01,1.51E-01,-1.4401107,-5.87165,-0.06469613,101927572,LOC101927572
10628_at,3.13E-01,1.51E-01,-1.4399578,-5.87187,-0.05862407,10628,TXNIP
201255_at,3.13E-01,1.51E-01,1.4399116,-5.87194,0.0506549,201255,LRRC45
9690_at,3.13E-01,1.51E-01,1.4398674,-5.872,0.0571113,9690,UBE3C
5865_at,3.13E-01,1.51E-01,-1.4398329,-5.87205,-0.03986391,5865,RAB3B
57526_at,3.13E-01,1.51E-01,-1.4397474,-5.87217,-0.04148991,57526,PCDH19
338797_at,3.13E-01,1.52E-01,-1.4396504,-5.87231,-0.04994873,338797,LINC02370
53615_at,3.13E-01,1.52E-01,-1.4394196,-5.87263,-0.08698801,53615,MBD3
23067_at,3.13E-01,1.52E-01,-1.4390845,-5.87311,-0.0718318,23067,SETD1B
125704_at,3.13E-01,1.52E-01,-1.4388314,-5.87347,-0.04521433,125704,FAM69C
196472_at,3.14E-01,1.52E-01,-1.4387146,-5.87363,-0.0426532,196472,FAM71C
57600_at,3.14E-01,1.52E-01,1.4386096,-5.87378,0.10445529,57600,FNIP2
54328_at,3.14E-01,1.52E-01,-1.4377706,-5.87497,-0.04910365,54328,GPR173
7186_at,3.14E-01,1.52E-01,-1.4376013,-5.87521,-0.06315887,7186,TRAF2
440590_at,3.14E-01,1.52E-01,1.4375915,-5.87522,0.04071913,440590,ZYG11A
5270_at,3.14E-01,1.52E-01,-1.4374029,-5.87549,-0.05696395,5270,SERPINE2
27163_at,3.14E-01,1.52E-01,1.4372641,-5.87569,0.08646365,27163,NAAA
653645_at,3.14E-01,1.52E-01,-1.4372413,-5.87572,-0.13428251,653645,TBC1D3P1-DHX40P1
162466_at,3.14E-01,1.52E-01,-1.4371104,-5.8759,-0.15704882,162466,PHOSPHO1
56940_at,3.14E-01,1.52E-01,-1.4369865,-5.87608,-0.05761126,56940,DUSP22
51550_at,3.14E-01,1.52E-01,1.4369139,-5.87618,0.08801229,51550,CINP
23187_at,3.14E-01,1.52E-01,-1.4367702,-5.87639,-0.04553375,23187,PHLDB1
22829_at,3.14E-01,1.52E-01,-1.4367345,-5.87644,-0.0430994,22829,NLGN4Y
121275_at,3.14E-01,1.52E-01,-1.4366502,-5.87656,-0.09294764,121275,OR10AD1
89782_at,3.14E-01,1.52E-01,-1.4363059,-5.87704,-0.04449706,89782,LMLN
84705_at,3.15E-01,1.53E-01,1.4361076,-5.87732,0.06341699,84705,GTPBP3
4735_at,3.15E-01,1.53E-01,-1.4359968,-5.87748,-0.04188743,4735,SEPT2
8322_at,3.15E-01,1.53E-01,-1.4357393,-5.87784,-0.05786651,8322,FZD4
27128_at,3.15E-01,1.53E-01,1.4354671,-5.87823,0.12595994,27128,CYTH4
170850_at,3.15E-01,1.53E-01,-1.4353693,-5.87837,-0.04550093,170850,KCNG3
55892_at,3.15E-01,1.53E-01,-1.4353521,-5.87839,-0.0800009,55892,MYNN
100128569_at,3.15E-01,1.53E-01,-1.4353346,-5.87842,-0.13036351,100128569,C19orf71
9203_at,3.15E-01,1.53E-01,-1.4350419,-5.87883,-0.05858643,9203,ZMYM3
9821_at,3.15E-01,1.53E-01,1.4348402,-5.87911,0.10659083,9821,RB1CC1
93233_at,3.15E-01,1.53E-01,-1.4346736,-5.87935,-0.07460691,93233,CCDC114
23410_at,3.15E-01,1.53E-01,-1.4344835,-5.87962,-0.04930165,23410,SIRT3
56941_at,3.15E-01,1.53E-01,-1.4344795,-5.87962,-0.08859827,56941,HMCES
210_at,3.15E-01,1.53E-01,-1.4337652,-5.88063,-0.08576994,210,ALAD
134701_at,3.16E-01,1.53E-01,-1.433651,-5.88079,-0.04775975,134701,RIPPLY2
5436_at,3.16E-01,1.53E-01,-1.4335346,-5.88096,-0.06743291,5436,POLR2G
613227_at,3.16E-01,1.53E-01,-1.4333988,-5.88115,-0.05521954,613227,HIGD1C
219493_at,3.16E-01,1.53E-01,-1.4331056,-5.88156,-0.06138313,219493,OR5AR1
354_at,3.16E-01,1.53E-01,-1.4328481,-5.88193,-0.05229319,354,KLK3
54520_at,3.16E-01,1.54E-01,1.4326685,-5.88218,0.10823978,54520,CCDC93
7179_at,3.16E-01,1.54E-01,-1.4326299,-5.88224,-0.10061625,7179,TPTE
652991_at,3.16E-01,1.54E-01,-1.4325362,-5.88237,-0.03425239,652991,SKOR2
4222_at,3.16E-01,1.54E-01,-1.4325316,-5.88237,-0.07475018,4222,MEOX1
283869_at,3.16E-01,1.54E-01,-1.431869,-5.88331,-0.06673149,283869,NPW
219965_at,3.16E-01,1.54E-01,-1.4316989,-5.88355,-0.03847558,219965,OR5B17
786_at,3.16E-01,1.54E-01,-1.4314073,-5.88396,-0.04032226,786,CACNG1
6901_at,3.16E-01,1.54E-01,1.4313752,-5.884,0.05765542,6901,TAZ
84696_at,3.17E-01,1.54E-01,-1.4311426,-5.88433,-0.0564461,84696,ABHD1
84107_at,3.17E-01,1.54E-01,-1.4308012,-5.88481,-0.06637887,84107,ZIC4
5069_at,3.17E-01,1.54E-01,-1.4305015,-5.88524,-0.05289092,5069,PAPPA
219957_at,3.17E-01,1.54E-01,-1.4303684,-5.88542,-0.0340475,219957,OR9Q2
4504_at,3.17E-01,1.54E-01,-1.429901,-5.88608,-0.05824542,4504,MT3
78990_at,3.17E-01,1.54E-01,-1.4295287,-5.88661,-0.06421846,78990,OTUB2
55195_at,3.17E-01,1.54E-01,-1.4293557,-5.88685,-0.04168722,55195,CCDC198
3131_at,3.17E-01,1.54E-01,-1.4293292,-5.88689,-0.06454725,3131,HLF
57818_at,3.17E-01,1.55E-01,-1.4291874,-5.88709,-0.0441467,57818,G6PC2
10294_at,3.17E-01,1.55E-01,-1.429167,-5.88712,-0.06534359,10294,DNAJA2
56160_at,3.17E-01,1.55E-01,-1.4290391,-5.8873,-0.04575473,56160,NSMCE3
119395_at,3.18E-01,1.55E-01,-1.4288273,-5.88759,-0.05156456,119395,CALHM3
195977_at,3.18E-01,1.55E-01,-1.4287342,-5.88772,-0.0488103,195977,ANTXRL
23281_at,3.18E-01,1.55E-01,-1.4285547,-5.88798,-0.05339078,23281,MTUS2
2996_at,3.18E-01,1.55E-01,-1.4282564,-5.8884,-0.17538124,2996,GYPE
10488_at,3.18E-01,1.55E-01,1.4282498,-5.88841,0.0794773,10488,CREB3
3013_at,3.18E-01,1.55E-01,1.4282186,-5.88845,0.05232447,3013,HIST1H2AD
404672_at,3.18E-01,1.55E-01,1.4277832,-5.88906,0.07109418,404672,GTF2H5
149643_at,3.18E-01,1.55E-01,-1.427739,-5.88912,-0.04875276,149643,SPATA45
2790_at,3.18E-01,1.55E-01,1.4277302,-5.88914,0.0966543,2790,GNG10
3045_at,3.18E-01,1.55E-01,-1.4274507,-5.88953,-0.13718122,3045,HBD
345557_at,3.18E-01,1.55E-01,-1.427448,-5.88953,-0.040192,345557,PLCXD3
9522_at,3.18E-01,1.55E-01,1.4274151,-5.88958,0.07823999,9522,SCAMP1
79843_at,3.18E-01,1.55E-01,-1.4272792,-5.88977,-0.04907015,79843,FAM124B
402635_at,3.18E-01,1.55E-01,-1.4270613,-5.89008,-0.05916627,402635,GRIFIN
399823_at,3.19E-01,1.55E-01,1.4260769,-5.89146,0.04977673,399823,FOXI2
26659_at,3.19E-01,1.55E-01,-1.4260722,-5.89147,-0.04005841,26659,OR7A5
8904_at,3.19E-01,1.55E-01,-1.4259453,-5.89164,-0.0729714,8904,CPNE1
1593_at,3.19E-01,1.55E-01,-1.425873,-5.89175,-0.15033973,1593,CYP27A1
56128_at,3.19E-01,1.56E-01,1.4253352,-5.8925,0.05379729,56128,PCDHB8
56656_at,3.19E-01,1.56E-01,-1.4252114,-5.89268,-0.04439994,56656,OR2S2
8537_at,3.19E-01,1.56E-01,-1.4249576,-5.89303,-0.05394724,8537,BCAS1
5375_at,3.19E-01,1.56E-01,-1.4249164,-5.89309,-0.03170873,5375,PMP2
112479_at,3.19E-01,1.56E-01,-1.4248439,-5.89319,-0.04266254,112479,ERI2
55763_at,3.19E-01,1.56E-01,1.4242593,-5.89401,0.08838839,55763,EXOC1
83998_at,3.19E-01,1.56E-01,1.4241762,-5.89413,0.04398293,83998,REG4
29925_at,3.19E-01,1.56E-01,1.4241283,-5.89419,0.07670681,29925,GMPPB
116835_at,3.2E-01,1.56E-01,-1.4237002,-5.8948,-0.05233782,116835,HSPA12B
23541_at,3.2E-01,1.56E-01,-1.4234932,-5.89509,-0.08609102,23541,SEC14L2
57733_at,3.2E-01,1.56E-01,-1.4231506,-5.89557,-0.04206149,57733,GBA3
92235_at,3.2E-01,1.56E-01,-1.4231079,-5.89563,-0.04740246,92235,DUSP27
4670_at,3.2E-01,1.56E-01,-1.4230703,-5.89568,-0.03141329,4670,HNRNPM
10841_at,3.2E-01,1.56E-01,-1.4230027,-5.89577,-0.03844737,10841,FTCD
149473_at,3.2E-01,1.56E-01,-1.4228288,-5.89602,-0.06634092,149473,CCDC24
1581_at,3.2E-01,1.56E-01,-1.42254,-5.89642,-0.03994431,1581,CYP7A1
145389_at,3.2E-01,1.57E-01,1.4220573,-5.8971,0.07078168,145389,SLC38A6
54726_at,3.2E-01,1.57E-01,-1.4217847,-5.89748,-0.08864661,54726,OTUD4
284418_at,3.2E-01,1.57E-01,-1.421736,-5.89755,-0.04524637,284418,FAM71E2
9547_at,3.2E-01,1.57E-01,-1.4215737,-5.89777,-0.04372543,9547,CXCL14
381_at,3.2E-01,1.57E-01,1.421567,-5.89778,0.03254113,381,ARF5
22995_at,3.21E-01,1.57E-01,1.421289,-5.89817,0.07781709,22995,CEP152
11057_at,3.21E-01,1.57E-01,-1.4212487,-5.89823,-0.05641317,11057,ABHD2
5352_at,3.21E-01,1.57E-01,1.4209906,-5.89859,0.04518301,5352,PLOD2
5557_at,3.21E-01,1.57E-01,1.4208978,-5.89872,0.07152637,5557,PRIM1
3938_at,3.21E-01,1.57E-01,-1.4208722,-5.89876,-0.04867361,3938,LCT
80736_at,3.21E-01,1.57E-01,-1.4207976,-5.89886,-0.06003752,80736,SLC44A4
337969_at,3.21E-01,1.57E-01,1.4204726,-5.89932,0.08100745,337969,KRTAP19-2
79805_at,3.21E-01,1.57E-01,-1.4204009,-5.89942,-0.0595724,79805,VASH2
3382_at,3.21E-01,1.57E-01,1.4198131,-5.90024,0.05982774,3382,ICA1
54874_at,3.21E-01,1.57E-01,-1.4193584,-5.90087,-0.1070704,54874,FNBP1L
2354_at,3.22E-01,1.57E-01,-1.4191623,-5.90115,-0.08432454,2354,FOSB
5119_at,3.22E-01,1.57E-01,1.4188356,-5.9016,0.09279775,5119,CHMP1A
157378_at,3.22E-01,1.58E-01,-1.4186214,-5.9019,-0.08208849,157378,TMEM65
57559_at,3.22E-01,1.58E-01,-1.4184287,-5.90217,-0.08347081,57559,STAMBPL1
5585_at,3.22E-01,1.58E-01,1.4183602,-5.90227,0.0726279,5585,PKN1
340371_at,3.22E-01,1.58E-01,-1.4179272,-5.90287,-0.06601494,340371,NRBP2
1666_at,3.22E-01,1.58E-01,1.4178874,-5.90293,0.0463729,1666,DECR1
2149_at,3.22E-01,1.58E-01,-1.4178134,-5.90303,-0.06566277,2149,F2R
149018_at,3.22E-01,1.58E-01,-1.4177494,-5.90312,-0.05563481,149018,LELP1
84680_at,3.22E-01,1.58E-01,-1.4175945,-5.90334,-0.11398165,84680,ACCS
5279_at,3.22E-01,1.58E-01,-1.4171754,-5.90392,-0.08226213,5279,PIGC
902_at,3.22E-01,1.58E-01,-1.416949,-5.90424,-0.08174778,902,CCNH
5692_at,3.23E-01,1.58E-01,-1.416729,-5.90455,-0.05217051,5692,PSMB4
387733_at,3.23E-01,1.58E-01,-1.4160688,-5.90547,-0.10560299,387733,IFITM5
5525_at,3.23E-01,1.58E-01,1.4157004,-5.90598,0.08433717,5525,PPP2R5A
402135_at,3.23E-01,1.58E-01,-1.4156897,-5.906,-0.06483685,402135,OR5K2
11034_at,3.23E-01,1.58E-01,-1.4154355,-5.90635,-0.11625351,11034,DSTN
347404_at,3.24E-01,1.59E-01,1.4144972,-5.90766,0.05359455,347404,LANCL3
7652_at,3.24E-01,1.59E-01,-1.4144218,-5.90776,-0.0468207,7652,ZNF99
348825_at,3.24E-01,1.59E-01,-1.4143256,-5.9079,-0.05194017,348825,TPRXL
11067_at,3.24E-01,1.59E-01,1.4141386,-5.90816,0.06548154,11067,DEPP1
4584_at,3.24E-01,1.59E-01,-1.4141149,-5.90819,-0.05421995,4584,MUC3A
1813_at,3.24E-01,1.59E-01,-1.4139293,-5.90845,-0.04525855,1813,DRD2
8292_at,3.24E-01,1.59E-01,1.4138725,-5.90853,0.06340303,8292,COLQ
80143_at,3.24E-01,1.59E-01,1.4135027,-5.90904,0.05188304,80143,SIKE1
116135_at,3.24E-01,1.59E-01,1.4134186,-5.90916,0.03095944,116135,LRRC3B
84769_at,3.24E-01,1.59E-01,1.4129973,-5.90975,0.06814097,84769,MPV17L2
10951_at,3.24E-01,1.59E-01,1.4128777,-5.90991,0.05459714,10951,CBX1
23512_at,3.24E-01,1.59E-01,-1.412817,-5.91,-0.07237356,23512,SUZ12
1212_at,3.24E-01,1.59E-01,1.4127844,-5.91004,0.07201572,1212,CLTB
6039_at,3.24E-01,1.59E-01,1.4127758,-5.91006,0.1063154,6039,RNASE6
8290_at,3.24E-01,1.59E-01,1.4126151,-5.91028,0.051496,8290,HIST3H3
7038_at,3.24E-01,1.59E-01,1.4123998,-5.91058,0.0428361,7038,TG
10519_at,3.24E-01,1.59E-01,-1.4123783,-5.91061,-0.08120809,10519,CIB1
515_at,3.24E-01,1.59E-01,-1.4122879,-5.91073,-0.06991464,515,ATP5F1
55100_at,3.25E-01,1.6E-01,-1.4117766,-5.91145,-0.08205895,55100,WDR70
26167_at,3.25E-01,1.6E-01,-1.4116312,-5.91165,-0.03435239,26167,PCDHB5
6430_at,3.25E-01,1.6E-01,-1.4116297,-5.91165,-0.04942149,6430,SRSF5
55095_at,3.25E-01,1.6E-01,-1.4114597,-5.91189,-0.04701227,55095,SAMD4B
10896_at,3.25E-01,1.6E-01,-1.411137,-5.91233,-0.06597523,10896,OCLM
9686_at,3.25E-01,1.6E-01,-1.4109751,-5.91256,-0.0515562,9686,VGLL4
25879_at,3.25E-01,1.6E-01,-1.4108607,-5.91272,-0.09403461,25879,DCAF13
9208_at,3.25E-01,1.6E-01,1.410601,-5.91308,0.06740199,9208,LRRFIP1
4843_at,3.25E-01,1.6E-01,-1.4105899,-5.9131,-0.05052448,4843,NOS2
51032_at,3.25E-01,1.6E-01,-1.4104399,-5.9133,-0.04081139,51032,CELA2B
101927178_at,3.25E-01,1.6E-01,1.4104135,-5.91334,0.06665487,101927178,LOC101927178
5655_at,3.25E-01,1.6E-01,1.4101277,-5.91374,0.05623186,5655,KLK10
10514_at,3.25E-01,1.6E-01,-1.4100429,-5.91386,-0.06425959,10514,MYBBP1A
403273_at,3.25E-01,1.6E-01,-1.409791,-5.91421,-0.04525727,403273,OR5H14
3175_at,3.25E-01,1.6E-01,-1.4097369,-5.91428,-0.04242502,3175,ONECUT1
92922_at,3.25E-01,1.6E-01,-1.409687,-5.91435,-0.0778378,92922,CCDC102A
63974_at,3.26E-01,1.6E-01,-1.4091077,-5.91515,-0.0614504,63974,NEUROD6
54896_at,3.26E-01,1.6E-01,1.4090307,-5.91526,0.05439154,54896,PQLC2
9970_at,3.26E-01,1.6E-01,1.4090079,-5.91529,0.04865361,9970,NR1I3
9831_at,3.26E-01,1.6E-01,-1.4086086,-5.91585,-0.0721952,9831,ZNF623
643226_at,3.26E-01,1.61E-01,-1.4085915,-5.91587,-0.04217916,643226,GRXCR2
9667_at,3.26E-01,1.61E-01,-1.4085381,-5.91594,-0.06651895,9667,SAFB2
7582_at,3.26E-01,1.61E-01,-1.4085215,-5.91597,-0.08443035,7582,ZNF33B
89822_at,3.26E-01,1.61E-01,-1.4084353,-5.91609,-0.04827231,89822,KCNK17
4430_at,3.26E-01,1.61E-01,-1.4083063,-5.91627,-0.0404689,4430,MYO1B
2886_at,3.26E-01,1.61E-01,-1.4082662,-5.91632,-0.07164467,2886,GRB7
79840_at,3.26E-01,1.61E-01,-1.4081153,-5.91653,-0.0811489,79840,NHEJ1
164832_at,3.26E-01,1.61E-01,-1.4079086,-5.91682,-0.0438851,164832,LONRF2
51031_at,3.26E-01,1.61E-01,-1.4077522,-5.91703,-0.05627457,51031,GLOD4
4051_at,3.26E-01,1.61E-01,-1.4076069,-5.91724,-0.15454289,4051,CYP4F3
64077_at,3.26E-01,1.61E-01,-1.4074774,-5.91742,-0.12401082,64077,LHPP
51341_at,3.26E-01,1.61E-01,1.4072271,-5.91776,0.07089865,51341,ZBTB7A
5825_at,3.26E-01,1.61E-01,-1.4071305,-5.9179,-0.10851537,5825,ABCD3
155382_at,3.26E-01,1.61E-01,1.4070437,-5.91802,0.05916909,155382,VPS37D
23639_at,3.26E-01,1.61E-01,1.4069662,-5.91812,0.14872697,23639,LRRC6
90113_at,3.27E-01,1.61E-01,-1.4064818,-5.9188,-0.062974,90113,VWA5B2
374454_at,3.27E-01,1.61E-01,-1.4061767,-5.91922,-0.05652693,374454,KRT77
388951_at,3.27E-01,1.61E-01,-1.4061382,-5.91927,-0.04516092,388951,TSPYL6
2194_at,3.27E-01,1.61E-01,1.4061064,-5.91932,0.1145191,2194,FASN
1632_at,3.27E-01,1.61E-01,-1.40603,-5.91942,-0.05745474,1632,ECI1
149281_at,3.27E-01,1.61E-01,-1.4059735,-5.9195,-0.04650179,149281,METTL11B
84309_at,3.27E-01,1.61E-01,1.405864,-5.91965,0.05310974,84309,NUDT16L1
64063_at,3.27E-01,1.61E-01,-1.4058582,-5.91966,-0.05164236,64063,PRSS22
60487_at,3.27E-01,1.61E-01,-1.4057857,-5.91976,-0.08988127,60487,TRMT11
3977_at,3.27E-01,1.61E-01,-1.4054532,-5.92022,-0.03456721,3977,LIFR
131034_at,3.27E-01,1.62E-01,-1.4052161,-5.92055,-0.03866944,131034,CPNE4
408029_at,3.27E-01,1.62E-01,1.4050764,-5.92074,0.06534958,408029,C2orf27B
6734_at,3.27E-01,1.62E-01,1.4050237,-5.92081,0.04160475,6734,SRPRA
863_at,3.27E-01,1.62E-01,-1.4048645,-5.92104,-0.0998954,863,CBFA2T3
51649_at,3.27E-01,1.62E-01,1.4044247,-5.92164,0.07468067,51649,MRPS23
3139_at,3.27E-01,1.62E-01,1.4042256,-5.92192,0.04130492,3139,HLA-L
84203_at,3.27E-01,1.62E-01,1.4041794,-5.92198,0.06836384,84203,TXNDC2
55187_at,3.27E-01,1.62E-01,-1.4041744,-5.92199,-0.07547168,55187,VPS13D
338645_at,3.27E-01,1.62E-01,1.4040887,-5.92211,0.04048205,338645,LUZP2
4303_at,3.27E-01,1.62E-01,-1.404058,-5.92215,-0.13480067,4303,FOXO4
3052_at,3.28E-01,1.62E-01,1.4035357,-5.92287,0.08542561,3052,HCCS
70_at,3.28E-01,1.62E-01,1.4034509,-5.92299,0.04037939,70,ACTC1
130026_at,3.28E-01,1.62E-01,-1.4034152,-5.92304,-0.09977639,130026,ICA1L
84865_at,3.28E-01,1.62E-01,-1.4031088,-5.92346,-0.06539101,84865,CCDC142
8560_at,3.28E-01,1.62E-01,1.4029372,-5.9237,0.10848249,8560,DEGS1
79627_at,3.28E-01,1.62E-01,-1.4028456,-5.92383,-0.10878576,79627,OGFRL1
51373_at,3.28E-01,1.62E-01,1.4027476,-5.92396,0.07970208,51373,MRPS17
441925_at,3.28E-01,1.62E-01,-1.4027374,-5.92398,-0.05220647,441925,BECN2
83985_at,3.28E-01,1.62E-01,-1.4025067,-5.9243,-0.06742174,83985,SPNS1
4704_at,3.28E-01,1.62E-01,1.4023811,-5.92447,0.10125733,4704,NDUFA9
100462981_at,3.28E-01,1.62E-01,-1.4020582,-5.92492,-0.06584061,100462981,MTRNR2L2
6758_at,3.28E-01,1.63E-01,-1.4018139,-5.92525,-0.06892238,6758,SSX5
23029_at,3.28E-01,1.63E-01,-1.4016119,-5.92553,-0.06616,23029,RBM34
79876_at,3.29E-01,1.63E-01,-1.401012,-5.92636,-0.07672642,79876,UBA5
51633_at,3.29E-01,1.63E-01,-1.4006359,-5.92688,-0.08043256,51633,OTUD6B
27302_at,3.29E-01,1.63E-01,-1.4005126,-5.92705,-0.04913317,27302,BMP10
10193_at,3.29E-01,1.63E-01,-1.4004473,-5.92714,-0.04713607,10193,RNF41
1489_at,3.29E-01,1.63E-01,-1.400354,-5.92727,-0.05588461,1489,CTF1
83795_at,3.29E-01,1.63E-01,-1.3998212,-5.928,-0.0556449,83795,KCNK16
92259_at,3.3E-01,1.63E-01,1.3992842,-5.92874,0.11379833,92259,MRPS36
8794_at,3.3E-01,1.63E-01,1.3991563,-5.92892,0.14630902,8794,TNFRSF10C
6854_at,3.3E-01,1.63E-01,1.39904,-5.92908,0.04173407,6854,SYN2
800_at,3.3E-01,1.63E-01,-1.399018,-5.92911,-0.1121657,800,CALD1
202915_at,3.3E-01,1.63E-01,-1.398864,-5.92932,-0.04735548,202915,TMEM184A
245711_at,3.3E-01,1.63E-01,-1.3987331,-5.9295,-0.05241396,245711,SPDYA
5784_at,3.3E-01,1.63E-01,-1.3985633,-5.92974,-0.04864924,5784,PTPN14
5269_at,3.3E-01,1.63E-01,1.3985515,-5.92975,0.0967818,5269,SERPINB6
158511_at,3.3E-01,1.64E-01,-1.398411,-5.92995,-0.0637905,158511,CSAG1
85481_at,3.3E-01,1.64E-01,-1.397375,-5.93137,-0.04263679,85481,PSKH2
100287177_at,3.31E-01,1.64E-01,-1.3971267,-5.93172,-0.07895205,100287177,EML2-AS1
9650_at,3.31E-01,1.64E-01,-1.3968053,-5.93216,-0.07209726,9650,MTFR1
728695_at,3.31E-01,1.64E-01,-1.3967581,-5.93222,-0.07834124,728695,SPANXB1
