ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID,ORF
10312_at,1.11E-05,7.13E-07,5.1204264,5.35262,0.23494587,10312,TCIRG1
90861_at,1.11E-05,7.13E-07,-5.1203921,5.35247,-0.21617519,90861,JPT2
6224_at,1.11E-05,7.16E-07,-5.1194259,5.34812,-0.14061244,6224,RPS20
259197_at,1.12E-05,7.19E-07,-5.1183712,5.34337,-0.24566575,259197,NCR3
7259_at,1.13E-05,7.27E-07,-5.1160481,5.33292,-0.2064532,7259,TSPYL1
8348_at,1.14E-05,7.34E-07,5.1141781,5.32452,0.33318571,8348,HIST1H2BO
54497_at,1.14E-05,7.36E-07,-5.1136309,5.32206,-0.33907916,54497,HEATR5B
6041_at,1.14E-05,7.37E-07,5.1131102,5.31972,0.33493875,6041,RNASEL
919_at,1.14E-05,7.39E-07,-5.1126688,5.31773,-0.32749618,919,CD247
100506115_at,1.17E-05,7.54E-07,5.1082358,5.29781,0.41106015,100506115,SMIM25
6136_at,1.18E-05,7.61E-07,-5.1064272,5.28969,-0.24663593,6136,RPL12
48_at,1.18E-05,7.63E-07,5.1056982,5.28642,0.32531057,48,ACO1
56253_at,1.18E-05,7.64E-07,-5.1055932,5.28595,-0.29971183,56253,CRTAM
5447_at,1.18E-05,7.68E-07,5.1043413,5.28033,0.35606746,5447,POR
60672_at,1.2E-05,7.76E-07,5.1021483,5.27048,0.19956155,60672,MIIP
328_at,1.2E-05,7.78E-07,-5.1016221,5.26812,-0.23997121,328,APEX1
6203_at,1.2E-05,7.84E-07,-5.1001454,5.2615,-0.14755174,6203,RPS9
25979_at,1.22E-05,7.93E-07,5.0975,5.24963,0.19979017,25979,DHRS7B
28232_at,1.22E-05,7.96E-07,5.0966365,5.24576,0.34097183,28232,SLCO3A1
140885_at,1.22E-05,7.97E-07,5.096428,5.24482,0.41588481,140885,SIRPA
6152_at,1.23E-05,8.04E-07,-5.0945242,5.23629,-0.23318681,6152,RPL24
973_at,1.24E-05,8.11E-07,-5.0927212,5.22821,-0.34473223,973,CD79A
22936_at,1.25E-05,8.19E-07,5.0907157,5.21922,0.32997991,22936,ELL2
5058_at,1.25E-05,8.2E-07,5.0903805,5.21772,0.26603486,5058,PAK1
728262_at,1.26E-05,8.25E-07,5.0890077,5.21157,0.60178861,728262,FAM157A
11237_at,1.27E-05,8.33E-07,5.087048,5.2028,0.45126866,11237,RNF24
996_at,1.3E-05,8.54E-07,-5.0816613,5.17869,-0.23831582,996,CDC27
23380_at,1.32E-05,8.64E-07,5.0792384,5.16785,0.54219505,23380,SRGAP2
1386_at,1.32E-05,8.68E-07,-5.0782715,5.16353,-0.1383957,1386,ATF2
26873_at,1.33E-05,8.72E-07,5.0771655,5.15858,0.29802915,26873,OPLAH
5329_at,1.33E-05,8.72E-07,5.0771177,5.15837,0.43963049,5329,PLAUR
3811_at,1.33E-05,8.73E-07,-5.0768734,5.15728,-0.32552634,3811,KIR3DL1
5775_at,1.33E-05,8.8E-07,-5.0753439,5.15044,-0.29934183,5775,PTPN4
5861_at,1.36E-05,8.97E-07,5.071141,5.13166,0.2423567,5861,RAB1A
90231_at,1.37E-05,9.04E-07,5.0694519,5.12412,0.2447548,90231,KIAA2013
11270_at,1.38E-05,9.1E-07,5.0681849,5.11846,0.17701122,11270,NRM
55314_at,1.38E-05,9.15E-07,5.0668667,5.11258,0.52177685,55314,TMEM144
4664_at,1.39E-05,9.19E-07,5.0659613,5.10854,0.26224139,4664,NAB1
22882_at,1.4E-05,9.26E-07,-5.064235,5.10083,-0.20013073,22882,ZHX2
10170_at,1.42E-05,9.39E-07,5.0614147,5.08825,0.49744961,10170,DHRS9
131870_at,1.42E-05,9.42E-07,5.0607248,5.08518,0.3388932,131870,NUDT16
7538_at,1.42E-05,9.44E-07,5.0601691,5.0827,0.38029378,7538,ZFP36
157285_at,1.43E-05,9.49E-07,-5.0590917,5.07789,-0.21934026,157285,PRAG1
23020_at,1.43E-05,9.51E-07,-5.058506,5.07528,-0.14165569,23020,SNRNP200
2781_at,1.43E-05,9.54E-07,-5.0578391,5.07231,-0.48766777,2781,GNAZ
9923_at,1.44E-05,9.58E-07,-5.0571049,5.06904,-0.28264769,9923,ZBTB40
9103_at,1.44E-05,9.59E-07,5.0568387,5.06785,0.46135028,9103,FCGR2C
340348_at,1.45E-05,9.69E-07,-5.0544783,5.05733,-0.27612541,340348,TSPAN33
4924_at,1.47E-05,9.79E-07,5.0524017,5.04808,0.28904193,4924,NUCB1
283337_at,1.49E-05,9.96E-07,-5.0485567,5.03096,-0.22809923,283337,ZNF740
2120_at,1.5E-05,1E-06,5.0472129,5.02498,0.26154215,2120,ETV6
116092_at,1.5E-05,1.01E-06,5.0466688,5.02256,0.31346321,116092,DNTTIP1
146691_at,1.52E-05,1.02E-06,-5.044474,5.0128,-0.20849987,146691,TOM1L2
5698_at,1.56E-05,1.05E-06,5.0375092,4.98183,0.2657614,5698,PSMB9
8531_at,1.57E-05,1.06E-06,-5.0362126,4.97607,-0.27105449,8531,YBX3
2887_at,1.61E-05,1.08E-06,5.0312837,4.95418,0.53100637,2887,GRB10
3067_at,1.61E-05,1.08E-06,-5.0311428,4.95355,-0.32969087,3067,HDC
3082_at,1.62E-05,1.09E-06,5.0289432,4.94379,0.5108119,3082,HGF
9289_at,1.63E-05,1.1E-06,-5.0276272,4.93795,-0.66264445,9289,ADGRG1
5721_at,1.63E-05,1.1E-06,5.0275508,4.93761,0.35972429,5721,PSME2
220359_at,1.64E-05,1.11E-06,-5.0259593,4.93055,-0.20424597,220359,TIGD3
51267_at,1.67E-05,1.13E-06,5.0223074,4.91436,0.27705896,51267,CLEC1A
84532_at,1.67E-05,1.13E-06,-5.0218852,4.91249,-0.22525488,84532,ACSS1
196264_at,1.68E-05,1.14E-06,-5.0201504,4.9048,-0.29300813,196264,MPZL3
7401_at,1.7E-05,1.15E-06,5.017101,4.89129,0.49053766,7401,CLRN1
203_at,1.71E-05,1.16E-06,-5.0159158,4.88604,-0.35362851,203,AK1
9567_at,1.71E-05,1.16E-06,5.0154584,4.88401,0.2931634,9567,GTPBP1
6229_at,1.72E-05,1.17E-06,-5.0147101,4.8807,-0.1936733,6229,RPS24
9404_at,1.72E-05,1.17E-06,-5.014294,4.87885,-0.22768799,9404,LPXN
54549_at,1.72E-05,1.17E-06,-5.014274,4.87877,-0.39125886,54549,SDK2
5201_at,1.72E-05,1.17E-06,5.0136499,4.876,0.27569529,5201,PFDN1
3601_at,1.72E-05,1.17E-06,-5.0134962,4.87532,-0.28412777,3601,IL15RA
79836_at,1.73E-05,1.18E-06,5.0128138,4.8723,0.44918874,79836,LONRF3
92610_at,1.73E-05,1.18E-06,5.0119864,4.86864,0.43827208,92610,TIFA
55529_at,1.76E-05,1.2E-06,5.0081036,4.85146,0.42322913,55529,PIP4P2
80318_at,1.77E-05,1.21E-06,-5.0064258,4.84404,-0.38701779,80318,GKAP1
2946_at,1.77E-05,1.21E-06,-5.0063324,4.84362,-0.40748861,2946,GSTM2
9590_at,1.8E-05,1.23E-06,-5.0035419,4.83129,-0.19443515,9590,AKAP12
30001_at,1.82E-05,1.25E-06,5.0001989,4.81651,0.34715998,30001,ERO1A
221711_at,1.85E-05,1.27E-06,-4.9968011,4.8015,-0.25012506,221711,SYCP2L
140691_at,1.85E-05,1.27E-06,4.996661,4.80089,0.15927209,140691,TRIM69
29926_at,1.85E-05,1.27E-06,4.9961529,4.79864,0.19903588,29926,GMPPA
57646_at,1.86E-05,1.27E-06,-4.9952957,4.79486,-0.36328752,57646,USP28
10008_at,1.86E-05,1.28E-06,4.9951153,4.79406,0.38218221,10008,KCNE3
7185_at,1.87E-05,1.28E-06,-4.9940585,4.7894,-0.27317152,7185,TRAF1
1102_at,1.89E-05,1.3E-06,4.9908836,4.77539,0.30376412,1102,RCBTB2
25801_at,1.91E-05,1.32E-06,4.9882204,4.76364,0.66462569,25801,GCA
22861_at,1.92E-05,1.32E-06,-4.9879302,4.76236,-0.16613375,22861,NLRP1
4332_at,1.92E-05,1.32E-06,4.9874029,4.76003,0.33767018,4332,MNDA
4968_at,1.92E-05,1.33E-06,-4.9864802,4.75597,-0.13801091,4968,OGG1
89853_at,1.92E-05,1.33E-06,4.9863458,4.75537,0.31076554,89853,MVB12B
80301_at,1.94E-05,1.34E-06,4.9847378,4.74828,0.45335739,80301,PLEKHO2
55969_at,1.98E-05,1.37E-06,4.9793871,4.72471,0.51088116,55969,C20orf24
51728_at,2E-05,1.38E-06,-4.9779329,4.71831,-0.18913001,51728,POLR3K
55356_at,2.01E-05,1.39E-06,4.9759443,4.70955,0.41996109,55356,SLC22A15
3936_at,2.02E-05,1.4E-06,4.9751017,4.70585,0.16679441,3936,LCP1
8820_at,2.04E-05,1.41E-06,4.9731746,4.69737,0.52486183,8820,HESX1
4688_at,2.04E-05,1.41E-06,4.9727274,4.6954,0.32805784,4688,NCF2
1955_at,2.04E-05,1.41E-06,4.9727052,4.6953,0.32068305,1955,MEGF9
29086_at,2.05E-05,1.42E-06,-4.9714152,4.68963,-0.28530414,29086,BABAM1
80700_at,2.05E-05,1.42E-06,-4.971405,4.68958,-0.38248717,80700,UBXN6
10169_at,2.05E-05,1.42E-06,-4.9712471,4.68889,-0.15749051,10169,SERF2
2355_at,2.07E-05,1.44E-06,4.9687909,4.67809,0.47503475,2355,FOSL2
26986_at,2.07E-05,1.44E-06,-4.9685296,4.67694,-0.25638806,26986,PABPC1
23569_at,2.07E-05,1.45E-06,4.9677987,4.67372,0.60699691,23569,PADI4
23318_at,2.09E-05,1.46E-06,-4.9657077,4.66453,-0.20931559,23318,ZCCHC11
6671_at,2.14E-05,1.5E-06,-4.9604649,4.6415,-0.21088823,6671,SP4
79019_at,2.16E-05,1.51E-06,4.9584016,4.63245,0.28825647,79019,CENPM
9725_at,2.16E-05,1.51E-06,-4.9579423,4.63043,-0.16273356,9725,TMEM63A
23213_at,2.16E-05,1.51E-06,-4.9578228,4.62991,-0.24632961,23213,SULF1
113730_at,2.17E-05,1.52E-06,4.9572484,4.62738,0.23959595,113730,KLHDC7B
285381_at,2.17E-05,1.52E-06,4.9568447,4.62561,0.2308684,285381,DPH3
10613_at,2.18E-05,1.53E-06,4.9554524,4.6195,0.32682309,10613,ERLIN1
27235_at,2.19E-05,1.54E-06,4.9542332,4.61415,0.33688889,27235,COQ2
84255_at,2.2E-05,1.55E-06,4.9528826,4.60823,0.37996022,84255,SLC37A3
10261_at,2.21E-05,1.56E-06,4.9519256,4.60403,0.2809006,10261,IGSF6
4763_at,2.21E-05,1.56E-06,4.9515236,4.60227,0.3955691,4763,NF1
23199_at,2.22E-05,1.56E-06,-4.950787,4.59904,-0.20553448,23199,GSE1
404093_at,2.22E-05,1.56E-06,4.9506773,4.59856,0.2497644,404093,CUEDC1
3458_at,2.22E-05,1.57E-06,-4.950158,4.59628,-0.32990485,3458,IFNG
9814_at,2.23E-05,1.57E-06,-4.9492945,4.5925,-0.27006319,9814,SFI1
26030_at,2.24E-05,1.58E-06,-4.9481881,4.58765,-0.35709116,26030,PLEKHG3
2865_at,2.26E-05,1.6E-06,4.9456636,4.57659,0.3598312,2865,FFAR3
23339_at,2.26E-05,1.6E-06,4.945566,4.57616,0.20861544,23339,VPS39
231_at,2.29E-05,1.62E-06,-4.9429081,4.56452,-0.26816299,231,AKR1B1
54800_at,2.29E-05,1.62E-06,-4.9426906,4.56357,-0.17715352,54800,KLHL24
23654_at,2.32E-05,1.64E-06,4.9399161,4.55142,0.38853966,23654,PLXNB2
54875_at,2.33E-05,1.65E-06,4.9384457,4.54499,0.29407909,54875,CNTLN
9673_at,2.33E-05,1.66E-06,4.9379949,4.54302,0.37397751,9673,SLC25A44
84636_at,2.34E-05,1.66E-06,-4.9373502,4.5402,-0.31130098,84636,GPR174
64595_at,2.34E-05,1.67E-06,-4.9365721,4.53679,-0.97359064,64595,TTTY15
3669_at,2.35E-05,1.67E-06,4.9361558,4.53497,0.30349368,3669,ISG20
10376_at,2.37E-05,1.69E-06,4.9339744,4.52543,0.19114411,10376,TUBA1B
80315_at,2.39E-05,1.71E-06,4.931849,4.51614,0.32858373,80315,CPEB4
5873_at,2.4E-05,1.71E-06,4.9306473,4.51089,0.38406357,5873,RAB27A
6404_at,2.4E-05,1.72E-06,4.9302356,4.50909,0.19598407,6404,SELPLG
54482_at,2.42E-05,1.73E-06,-4.929022,4.50379,-0.23383158,54482,TRMT13
9057_at,2.42E-05,1.73E-06,-4.9283124,4.50069,-0.25928855,9057,SLC7A6
1808_at,2.44E-05,1.75E-06,4.9263041,4.49191,0.23568345,1808,DPYSL2
158586_at,2.47E-05,1.77E-06,-4.9239509,4.48164,-0.21194357,158586,ZXDB
100133315_at,2.51E-05,1.8E-06,-4.9201616,4.4651,-0.24246393,100133315,LOC100133315
4856_at,2.51E-05,1.8E-06,-4.9197717,4.4634,-0.17899479,4856,NOV
319101_at,2.51E-05,1.81E-06,-4.9193769,4.46168,-0.36377002,319101,KRT73
54796_at,2.54E-05,1.83E-06,-4.9169188,4.45096,-0.39401469,54796,BNC2
83452_at,2.55E-05,1.83E-06,4.9160095,4.44699,0.3341979,83452,RAB33B
55633_at,2.55E-05,1.84E-06,-4.9154628,4.44461,-0.37949504,55633,TBC1D22B
4753_at,2.56E-05,1.84E-06,-4.9145969,4.44083,-0.46108953,4753,NELL2
1164_at,2.57E-05,1.85E-06,4.9140407,4.43841,0.35745972,1164,CKS2
118487_at,2.6E-05,1.88E-06,4.91099,4.42511,0.19654339,118487,CHCHD1
1314_at,2.6E-05,1.88E-06,4.9108808,4.42464,0.30068028,1314,COPA
1901_at,2.6E-05,1.88E-06,-4.9104759,4.42288,-0.19656404,1901,S1PR1
7165_at,2.61E-05,1.89E-06,4.9097745,4.41982,0.29164257,7165,TPD52L2
91624_at,2.65E-05,1.92E-06,4.9059654,4.40323,0.47299697,91624,NEXN
1393_at,2.65E-05,1.92E-06,4.905662,4.40191,0.29051056,1393,CRHBP
1573_at,2.66E-05,1.93E-06,4.9048325,4.3983,0.27893985,1573,CYP2J2
8329_at,2.66E-05,1.93E-06,4.9047539,4.39796,0.43078918,8329,HIST1H2AI
412_at,2.68E-05,1.94E-06,4.903403,4.39208,0.262732,412,STS
9554_at,2.7E-05,1.96E-06,4.9014593,4.38362,0.19732796,9554,SEC22B
54434_at,2.71E-05,1.97E-06,4.9004087,4.37906,0.3089081,54434,SSH1
57698_at,2.71E-05,1.97E-06,4.9002857,4.37852,0.54106112,57698,SHTN1
1088_at,2.73E-05,1.99E-06,4.8981553,4.36926,0.82448843,1088,CEACAM8
1535_at,2.73E-05,1.99E-06,4.8978333,4.36786,0.19311138,1535,CYBA
4907_at,2.76E-05,2.01E-06,-4.8953077,4.35688,-0.44134296,4907,NT5E
23608_at,2.77E-05,2.02E-06,-4.8949306,4.35524,-0.34530208,23608,MKRN1
10260_at,2.78E-05,2.03E-06,-4.8934843,4.34896,-0.24442131,10260,DENND4A
55680_at,2.79E-05,2.04E-06,-4.8923674,4.3441,-0.25424284,55680,RUFY2
343413_at,2.81E-05,2.05E-06,-4.8909834,4.33809,-0.21776073,343413,FCRL6
22807_at,2.83E-05,2.07E-06,-4.8888919,4.32901,-0.34271789,22807,IKZF2
27314_at,2.84E-05,2.08E-06,-4.888195,4.32599,-0.34415312,27314,RAB30
196383_at,2.87E-05,2.1E-06,4.8858098,4.31564,0.29768733,196383,RILPL2
149345_at,2.9E-05,2.12E-06,-4.8835206,4.3057,-0.55758352,149345,SHISA4
4863_at,2.91E-05,2.14E-06,-4.8820985,4.29954,-0.23565261,4863,NPAT
78996_at,2.96E-05,2.17E-06,4.8784164,4.28357,0.46680662,78996,C7orf49
102724323_at,3E-05,2.21E-06,4.8750562,4.26902,0.29384811,102724323,LOC102724323
3422_at,3.01E-05,2.22E-06,4.874131,4.26501,0.45902464,3422,IDI1
215_at,3.04E-05,2.23E-06,4.8723694,4.25738,0.17215695,215,ABCD1
3615_at,3.06E-05,2.25E-06,-4.8704167,4.24893,-0.19807115,3615,IMPDH2
7644_at,3.07E-05,2.27E-06,-4.8693436,4.24428,-0.20833709,7644,ZNF91
57826_at,3.12E-05,2.3E-06,4.8660118,4.22987,0.2606675,57826,RAP2C
196410_at,3.17E-05,2.34E-06,4.8625527,4.21491,0.28228064,196410,METTL7B
84334_at,3.21E-05,2.37E-06,-4.8595171,4.20179,-0.34778665,84334,APOPT1
3659_at,3.27E-05,2.41E-06,4.8552997,4.18358,0.26661802,3659,IRF1
9846_at,3.29E-05,2.44E-06,4.8532294,4.17464,0.49381192,9846,GAB2
7039_at,3.33E-05,2.46E-06,4.8509566,4.16483,0.24603769,7039,TGFA
51629_at,3.33E-05,2.47E-06,-4.8506349,4.16344,-0.46551139,51629,SLC25A39
55288_at,3.35E-05,2.48E-06,4.8492706,4.15756,0.33967189,55288,RHOT1
1875_at,3.36E-05,2.49E-06,-4.8480709,4.15238,-0.39403791,1875,E2F5
167410_at,3.36E-05,2.49E-06,-4.8480193,4.15216,-0.32164887,167410,LIX1
85457_at,3.37E-05,2.5E-06,-4.8474538,4.14972,-0.20884926,85457,CIPC
1292_at,3.39E-05,2.52E-06,-4.8457548,4.1424,-0.21190286,1292,COL6A2
80194_at,3.4E-05,2.53E-06,-4.8452458,4.1402,-0.25291022,80194,TMEM134
7694_at,3.4E-05,2.53E-06,-4.8447396,4.13802,-0.31962703,7694,ZNF135
283710_at,3.41E-05,2.54E-06,-4.843757,4.13378,-0.22559747,283710,LOC283710
127829_at,3.42E-05,2.55E-06,4.8433365,4.13197,0.32367884,127829,ARL8A
91355_at,3.42E-05,2.55E-06,-4.8428157,4.12973,-0.24239896,91355,LRP5L
399_at,3.43E-05,2.56E-06,-4.8420594,4.12647,-0.27093343,399,RHOH
6207_at,3.44E-05,2.57E-06,-4.8415182,4.12414,-0.22230047,6207,RPS13
340481_at,3.44E-05,2.57E-06,-4.8415006,4.12406,-0.31396962,340481,ZDHHC21
5690_at,3.45E-05,2.58E-06,4.8402379,4.11862,0.178836,5690,PSMB2
10981_at,3.47E-05,2.6E-06,4.8392432,4.11434,0.42910421,10981,RAB32
6100_at,3.48E-05,2.61E-06,-4.8379858,4.10892,-0.22415597,6100,RP9
54801_at,3.48E-05,2.61E-06,-4.837934,4.1087,-0.33054968,54801,HAUS6
3029_at,3.49E-05,2.62E-06,-4.8373914,4.10636,-0.48986347,3029,HAGH
3340_at,3.49E-05,2.62E-06,4.8372008,4.10554,0.27386215,3340,NDST1
92906_at,3.49E-05,2.62E-06,4.8368288,4.10394,0.43790482,92906,HNRNPLL
7322_at,3.5E-05,2.63E-06,-4.8358892,4.0999,-0.27510781,7322,UBE2D2
54205_at,3.54E-05,2.66E-06,4.8334579,4.08944,0.27450043,54205,CYCS
64115_at,3.54E-05,2.67E-06,4.8330064,4.08749,0.32623281,64115,VSIR
56061_at,3.59E-05,2.7E-06,-4.8301889,4.07537,-0.17630673,56061,UBFD1
829_at,3.59E-05,2.71E-06,4.8299271,4.07425,0.19869691,829,CAPZA1
23294_at,3.59E-05,2.71E-06,4.8294287,4.07211,0.22053747,23294,ANKS1A
84282_at,3.6E-05,2.72E-06,4.8289162,4.0699,0.24314509,84282,RNF135
8875_at,3.6E-05,2.72E-06,4.8287809,4.06932,0.50865507,8875,VNN 2.00
51776_at,3.62E-05,2.74E-06,4.8272426,4.06271,0.49045001,51776,MAP3K20
23191_at,3.65E-05,2.76E-06,4.8253513,4.05458,0.16720516,23191,CYFIP1
4063_at,3.68E-05,2.78E-06,-4.8236836,4.04742,-0.23991848,4063,LY9
7067_at,3.68E-05,2.79E-06,-4.8232271,4.04546,-0.30096482,7067,THRA
3707_at,3.68E-05,2.79E-06,-4.823137,4.04507,-0.20403396,3707,ITPKB
7169_at,3.73E-05,2.83E-06,-4.8201577,4.03227,-0.34541801,7169,TPM2
6482_at,3.73E-05,2.83E-06,-4.8199176,4.03124,-0.18848794,6482,ST3GAL1
51535_at,3.73E-05,2.84E-06,-4.8193934,4.02899,-0.17707253,51535,PPHLN1
83891_at,3.74E-05,2.84E-06,-4.8191302,4.02786,-0.34411259,83891,SNX25
10924_at,3.74E-05,2.85E-06,4.8188014,4.02645,0.56439716,10924,SMPDL3A
6194_at,3.75E-05,2.86E-06,-4.8179272,4.0227,-0.13317319,6194,RPS6
9700_at,3.76E-05,2.87E-06,4.8170357,4.01888,0.18945342,9700,ESPL1
3010_at,3.79E-05,2.89E-06,4.8153151,4.01149,0.28741076,3010,HIST1H1T
26996_at,3.83E-05,2.92E-06,4.8127446,4.00047,0.40345652,26996,GPR160
64131_at,3.86E-05,2.95E-06,-4.8109322,3.9927,-0.19087497,64131,XYLT1
51263_at,3.86E-05,2.95E-06,-4.8106198,3.99136,-0.26914598,51263,MRPL30
51299_at,3.87E-05,2.96E-06,4.8100466,3.9889,0.38103215,51299,NRN1
9792_at,3.87E-05,2.96E-06,-4.8097104,3.98746,-0.14020103,9792,SERTAD2
56929_at,3.87E-05,2.97E-06,4.8093385,3.98587,0.4198776,56929,FEM1C
57658_at,3.87E-05,2.97E-06,-4.8092147,3.98534,-0.18906123,57658,CALCOCO1
23181_at,3.89E-05,2.98E-06,-4.8083456,3.98161,-0.24726314,23181,DIP2A
2308_at,3.94E-05,3.02E-06,-4.8052112,3.96819,-0.23477866,2308,FOXO1
9267_at,3.94E-05,3.03E-06,-4.8047916,3.96639,-0.15923887,9267,CYTH1
27102_at,3.95E-05,3.03E-06,-4.8045422,3.96532,-0.33183744,27102,EIF2AK1
9144_at,3.97E-05,3.05E-06,4.8031398,3.95932,0.15534326,9144,SYNGR2
51103_at,4.04E-05,3.11E-06,4.7991526,3.94225,0.34216813,51103,NDUFAF1
4668_at,4.05E-05,3.12E-06,4.7983806,3.93895,0.3175328,4668,NAGA
163049_at,4.05E-05,3.13E-06,-4.7978432,3.93665,-0.20565113,163049,ZNF791
2584_at,4.06E-05,3.13E-06,4.7974703,3.93506,0.23768623,2584,GALK1
5230_at,4.11E-05,3.17E-06,4.7945364,3.92251,0.31081663,5230,PGK 1.00
8993_at,4.11E-05,3.18E-06,4.7942503,3.92129,0.6020478,8993,PGLYRP1
55824_at,4.13E-05,3.19E-06,4.7931159,3.91644,0.17915854,55824,PAG1
7464_at,4.18E-05,3.23E-06,4.7904524,3.90506,0.32280512,7464,CORO2A
6223_at,4.19E-05,3.24E-06,-4.7897792,3.90218,-0.19419087,6223,RPS19
25831_at,4.2E-05,3.25E-06,-4.7887807,3.89792,-0.13793468,25831,HECTD1
201161_at,4.21E-05,3.26E-06,-4.7882058,3.89546,-0.25978116,201161,CENPV
125061_at,4.24E-05,3.29E-06,4.7866942,3.88901,0.22883669,125061,AFMID
467_at,4.26E-05,3.31E-06,4.7850335,3.88192,0.43120351,467,ATF3
1806_at,4.29E-05,3.33E-06,4.7834026,3.87496,0.18039989,1806,DPYD
7204_at,4.31E-05,3.35E-06,-4.7821994,3.86982,-0.22461086,7204,TRIO
56943_at,4.32E-05,3.36E-06,4.7814488,3.86662,0.21167057,56943,ENY2
9592_at,4.37E-05,3.4E-06,4.779068,3.85647,0.33303297,9592,IER2
79018_at,4.4E-05,3.43E-06,-4.7770975,3.84807,-0.34250968,79018,GID4
79651_at,4.41E-05,3.44E-06,4.7765752,3.84584,0.21457054,79651,RHBDF2
338442_at,4.43E-05,3.45E-06,4.7756149,3.84175,0.58042048,338442,HCAR2
8355_at,4.45E-05,3.47E-06,4.7743613,3.83641,0.17705492,8355,HIST1H3G
1118_at,4.49E-05,3.51E-06,4.7720928,3.82674,0.55067366,1118,CHIT1
1991_at,4.49E-05,3.51E-06,4.7720266,3.82646,0.65768006,1991,ELANE
266629_at,4.49E-05,3.51E-06,-4.771908,3.82596,-0.38119968,266629,SEC14L3
9087_at,4.51E-05,3.53E-06,-4.770605,3.82041,-0.15617054,9087,TMSB4Y
10130_at,4.55E-05,3.57E-06,4.768284,3.81053,0.23653609,10130,PDIA6
23479_at,4.61E-05,3.61E-06,-4.765355,3.79806,-0.20578758,23479,ISCU
1861_at,4.65E-05,3.65E-06,4.763257,3.78914,0.24030512,1861,TOR1A
9107_at,4.66E-05,3.66E-06,4.7626184,3.78642,0.23414571,9107,MTMR6
65982_at,4.7E-05,3.69E-06,-4.7606505,3.77806,-0.23921876,65982,ZSCAN18
5586_at,4.73E-05,3.72E-06,-4.7590012,3.77105,-0.18969123,5586,PKN2
63967_at,4.76E-05,3.75E-06,4.7572503,3.76361,0.27148879,63967,CLSPN
9895_at,4.83E-05,3.8E-06,4.7541751,3.75054,0.48470731,9895,TECPR2
54904_at,4.86E-05,3.83E-06,-4.7523191,3.74266,-0.12688594,54904,NSD3
11024_at,4.87E-05,3.83E-06,4.7520293,3.74143,0.31520102,11024,LILRA1
10859_at,4.88E-05,3.85E-06,4.751188,3.73786,0.29644079,10859,LILRB1
57089_at,4.9E-05,3.87E-06,4.7500496,3.73303,0.50025902,57089,ENTPD7
9681_at,4.94E-05,3.9E-06,-4.748275,3.7255,-0.22052291,9681,DEPDC5
11314_at,4.94E-05,3.9E-06,4.7480956,3.72474,0.26437213,11314,CD300A
51279_at,4.97E-05,3.93E-06,4.7465291,3.7181,0.31261,51279,C1RL
4296_at,5.02E-05,3.97E-06,4.7442482,3.70842,0.21405634,4296,MAP3K11
7068_at,5.1E-05,4.04E-06,-4.7404169,3.69219,-0.19968036,7068,THRB
8349_at,5.13E-05,4.06E-06,4.7390782,3.68652,0.34866169,8349,HIST2H2BE
54855_at,5.15E-05,4.08E-06,-4.7378264,3.68122,-0.41800871,54855,FAM46C
2519_at,5.27E-05,4.18E-06,4.7326517,3.65931,0.20145917,2519,FUCA2
19_at,5.29E-05,4.2E-06,4.7315835,3.65479,0.45630789,19,ABCA1
7769_at,5.29E-05,4.21E-06,-4.7311271,3.65286,-0.17497345,7769,ZNF226
9191_at,5.33E-05,4.24E-06,4.7294864,3.64592,0.13323738,9191,DEDD
10721_at,5.34E-05,4.25E-06,4.7288351,3.64317,0.23516949,10721,POLQ
3566_at,5.37E-05,4.28E-06,4.7273219,3.63677,0.30220959,3566,IL4R
3551_at,5.44E-05,4.33E-06,-4.7245981,3.62526,-0.16025753,3551,IKBKB
92292_at,5.49E-05,4.38E-06,-4.7222404,3.6153,-0.14700885,92292,GLYATL1
11212_at,5.49E-05,4.38E-06,-4.7221213,3.6148,-0.21772163,11212,PLPBP
558_at,5.49E-05,4.38E-06,4.7218434,3.61362,0.19939699,558,AXL
90459_at,5.53E-05,4.42E-06,4.7199711,3.60571,0.46435994,90459,ERI1
29761_at,5.57E-05,4.45E-06,4.7184085,3.59912,0.25442394,29761,USP25
79717_at,5.57E-05,4.45E-06,4.7182999,3.59866,0.16375407,79717,PPCS
1390_at,5.58E-05,4.46E-06,4.717662,3.59597,0.28969164,1390,CREM
6503_at,5.59E-05,4.48E-06,4.7169332,3.59289,0.25562964,6503,SLA
84316_at,5.65E-05,4.53E-06,4.7145504,3.58284,0.16967508,84316,NAA38
55858_at,5.65E-05,4.53E-06,4.7143108,3.58183,0.40366366,55858,TMEM165
163087_at,5.67E-05,4.55E-06,-4.7133165,3.57763,-0.28647497,163087,ZNF383
116844_at,5.67E-05,4.55E-06,4.7132069,3.57717,0.43643447,116844,LRG1
5244_at,5.73E-05,4.6E-06,-4.7108312,3.56716,-0.21077862,5244,ABCB4
57700_at,5.73E-05,4.6E-06,4.7106949,3.56658,0.23196324,57700,FAM160B1
10313_at,5.75E-05,4.63E-06,4.7096014,3.56197,0.39282948,10313,RTN3
23092_at,5.75E-05,4.63E-06,4.7094565,3.56136,0.27875487,23092,ARHGAP26
154664_at,5.77E-05,4.65E-06,4.7084393,3.55707,0.28138719,154664,ABCA13
